PM2.5,PM10,CO,NO2,SO2,O3,风速,压强,降水量,温度,湿度,时间
42,65,0.4,28,14,77,1.3,1013.8,153.3,15,55,2019/3/18 18:09
40,65,0.4,28,14,76,1,1013.8,153.3,15,55,2019/3/18 18:10
42,65,0.4,28,14,75,0.9,1013.8,153.3,15,55,2019/3/18 18:11
40,62,0.4,28,14,75,1.5,1013.7,153.3,15,56,2019/3/18 18:12
42,66,0.4,28,14,75,0.4,1013.6,153.3,15,56,2019/3/18 18:13
44,68,0.4,29,14,76,0.8,1013.7,153.3,15,56,2019/3/18 18:14
44,68,0.4,29,14,76,0.7,1013.6,153.3,15,56,2019/3/18 18:15
46,72,0.4,29,14,75,1.3,1013.7,153.3,15,57,2019/3/18 18:16
46,73,0.4,30,14,75,0.5,1013.7,153.3,15,57,2019/3/18 18:17
44,68,0.4,30,14,73,0.9,1013.8,153.3,15,57,2019/3/18 18:18
44,68,0.4,30,14,73,0.6,1013.8,153.3,15,57,2019/3/18 18:19
44,71,0.4,31,14,72,1,1013.9,153.3,15,57,2019/3/18 18:20
43,66,0.4,31,14,72,0.9,1013.7,153.3,14,57,2019/3/18 18:21
44,71,0.4,31,14,72,0.7,1013.8,153.3,14,57,2019/3/18 18:22
45,70,0.4,32,14,73,0.9,1013.7,153.3,14,57,2019/3/18 18:23
46,72,0.4,33,14,73,0.5,1013.7,153.3,14,58,2019/3/18 18:24
46,71,0.4,34,14,73,1,1013.7,153.3,14,58,2019/3/18 18:25
44,68,0.4,35,14,72,1.1,1013.7,153.3,14,58,2019/3/18 18:26
44,72,0.4,37,14,72,0.8,1013.7,153.3,14,58,2019/3/18 18:27
45,72,0.4,38,14,71,0.3,1013.6,153.3,14,58,2019/3/18 18:28
45,72,0.4,38,14,68,0.5,1013.7,153.3,14,58,2019/3/18 18:29
45,70,0.4,39,14,66,0.4,1013.7,153.3,14,58,2019/3/18 18:30
44,71,0.4,39,14,65,0.9,1013.6,153.3,14,58,2019/3/18 18:31
45,71,0.4,39,14,64,0.8,1013.7,153.3,14,59,2019/3/18 18:32
43,68,0.4,40,14,65,0.7,1013.7,153.3,14,59,2019/3/18 18:33
46,73,0.4,41,14,67,1,1013.7,153.3,14,59,2019/3/18 18:34
45,71,0.4,41,14,68,0.5,1013.7,153.3,14,59,2019/3/18 18:35
44,70,0.4,40,14,69,0.7,1013.7,153.3,14,59,2019/3/18 18:36
46,72,0.4,38,14,69,0.6,1013.8,153.3,14,59,2019/3/18 18:37
48,74,0.4,36,14,69,0.7,1013.7,153.3,14,59,2019/3/18 18:38
48,76,0.4,35,14,69,0.5,1013.8,153.3,14,59,2019/3/18 18:39
51,76,0.4,35,14,69,0.4,1013.8,153.3,14,60,2019/3/18 18:40
48,76,0.4,36,14,67,0.5,1013.8,153.3,14,60,2019/3/18 18:41
46,72,0.4,37,14,64,0.7,1013.8,153.3,14,60,2019/3/18 18:42
47,72,0.4,38,14,64,1.1,1013.8,153.3,14,60,2019/3/18 18:43
50,77,0.4,37,14,66,0.7,1013.8,153.3,14,60,2019/3/18 18:44
48,74,0.4,38,14,66,0.4,1013.8,153.3,14,61,2019/3/18 18:45
47,76,0.4,37,14,66,0.6,1013.8,153.3,14,61,2019/3/18 18:46
48,76,0.4,37,14,66,0.5,1013.8,153.3,14,61,2019/3/18 18:47
44,68,0.4,37,14,65,0.7,1013.8,153.3,14,61,2019/3/18 18:48
48,74,0.4,37,14,64,0.6,1013.8,153.3,14,61,2019/3/18 18:49
45,72,0.4,38,14,66,1,1013.9,153.3,14,61,2019/3/18 18:50
51,77,0.4,39,14,68,0.7,1013.8,153.3,14,61,2019/3/18 18:51
53,78,0.4,40,14,69,0.4,1013.8,153.3,14,61,2019/3/18 18:52
51,78,0.4,40,14,67,0.3,1013.8,153.3,14,61,2019/3/18 18:53
50,75,0.4,39,14,63,0.5,1013.8,153.3,14,62,2019/3/18 18:54
50,77,0.4,40,14,60,0.3,1013.7,153.3,14,62,2019/3/18 18:55
49,77,0.4,41,14,56,0.6,1013.8,153.3,14,62,2019/3/18 18:56
54,80,0.4,42,14,56,0.6,1013.9,153.3,14,62,2019/3/18 18:57
45,73,0.4,43,14,59,0.9,1013.8,153.3,14,62,2019/3/18 18:58
50,76,0.4,45,14,62,0.8,1013.9,153.3,14,62,2019/3/18 18:59
50,77,0.4,45,14,64,0.3,1013.9,153.3,14,62,2019/3/18 19:00
53,78,0.4,45,14,64,0.2,1013.8,153.3,14,62,2019/3/18 19:01
48,73,0.4,45,14,63,0.9,1013.9,153.3,14,62,2019/3/18 19:02
51,76,0.4,44,14,62,0.5,1013.9,153.3,14,63,2019/3/18 19:03
50,77,0.4,44,14,60,0.7,1013.8,153.3,14,63,2019/3/18 19:04
48,74,0.4,46,14,62,0.4,1013.9,153.3,14,63,2019/3/18 19:05
48,73,0.4,48,14,65,0.5,1013.8,153.3,14,63,2019/3/18 19:06
48,75,0.4,49,14,66,0.3,1013.9,153.3,14,63,2019/3/18 19:07
48,74,0.4,50,14,68,0.4,1013.9,153.3,14,63,2019/3/18 19:08
48,74,0.4,50,14,69,0.4,1013.8,153.3,14,63,2019/3/18 19:09
51,76,0.4,51,14,69,1.1,1013.8,153.3,14,63,2019/3/18 19:10
50,75,0.4,51,14,69,1.1,1013.9,153.3,14,63,2019/3/18 19:11
48,73,0.4,52,14,69,0.5,1013.9,153.3,14,63,2019/3/18 19:12
51,76,0.4,53,14,68,0.5,1013.9,153.3,14,63,2019/3/18 19:13
54,80,0.4,53,14,67,0.6,1014,153.3,14,63,2019/3/18 19:14
49,75,0.4,53,14,66,0.7,1013.9,153.3,14,63,2019/3/18 19:15
55,78,0.4,53,14,66,0.4,1013.9,153.3,14,63,2019/3/18 19:16
50,75,0.4,51,14,66,0.7,1013.9,153.3,14,63,2019/3/18 19:17
48,73,0.4,51,14,66,1,1014,153.3,14,63,2019/3/18 19:18
55,79,0.4,50,14,68,0.7,1014,153.3,14,63,2019/3/18 19:19
48,73,0.4,50,14,68,0.7,1014,153.3,14,63,2019/3/18 19:20
51,76,0.4,50,14,68,1.1,1014.1,153.3,14,63,2019/3/18 19:21
49,75,0.4,51,14,68,0.9,1014.1,153.3,14,63,2019/3/18 19:22
50,76,0.4,51,14,67,0.6,1014.1,153.3,14,63,2019/3/18 19:23
48,78,0.4,51,14,67,1.4,1014.1,153.3,14,63,2019/3/18 19:24
56,81,0.4,50,14,68,0.2,1014.1,153.3,14,63,2019/3/18 19:25
49,75,0.4,49,14,64,0.5,1014.1,153.3,14,63,2019/3/18 19:26
49,75,0.4,48,14,62,0.7,1014.1,153.3,14,63,2019/3/18 19:27
49,76,0.4,49,14,63,1.1,1014.1,153.3,14,63,2019/3/18 19:28
48,74,0.4,50,14,63,0.2,1014.2,153.3,14,63,2019/3/18 19:29
47,74,0.4,52,14,65,0.7,1014,153.3,14,63,2019/3/18 19:30
48,75,0.4,52,14,68,0.4,1014,153.3,14,64,2019/3/18 19:31
48,75,0.4,53,14,67,1.3,1014,153.3,14,63,2019/3/18 19:32
47,73,0.4,52,14,67,0.7,1014,153.3,14,63,2019/3/18 19:33
49,75,0.4,51,14,67,0.7,1014,153.3,14,64,2019/3/18 19:34
51,77,0.4,51,14,67,0.4,1014,153.3,14,64,2019/3/18 19:35
48,75,0.4,52,14,68,0.4,1014,153.3,14,64,2019/3/18 19:36
48,74,0.4,53,14,66,0.5,1014.1,153.3,14,64,2019/3/18 19:37
50,76,0.4,56,14,65,0.4,1014,153.3,14,64,2019/3/18 19:38
53,79,0.4,59,14,63,0.6,1014,153.3,13,64,2019/3/18 19:39
51,75,0.4,61,14,61,0.7,1014,153.3,13,65,2019/3/18 19:40
50,78,0.4,63,14,61,0.4,1014,153.3,13,65,2019/3/18 19:41
52,80,0.4,64,14,58,0.3,1014,153.3,13,65,2019/3/18 19:42
52,77,0.4,64,14,56,0.6,1014,153.3,13,65,2019/3/18 19:43
53,80,0.4,64,14,56,0.4,1013.9,153.3,13,65,2019/3/18 19:44
53,79,0.4,65,14,56,0.9,1014,153.3,13,65,2019/3/18 19:45
46,74,0.4,69,14,58,0.8,1013.9,153.3,13,65,2019/3/18 19:46
52,77,0.4,72,14,61,0.3,1013.9,153.3,13,65,2019/3/18 19:47
52,78,0.4,74,14,61,0.2,1013.9,153.3,13,65,2019/3/18 19:48
49,77,0.4,76,14,59,0.4,1013.9,153.3,13,66,2019/3/18 19:49
47,73,0.4,76,14,59,1.1,1013.9,153.3,13,65,2019/3/18 19:50
48,75,0.4,74,14,60,0.6,1013.9,153.3,13,65,2019/3/18 19:51
47,74,0.4,72,14,60,1.3,1014,153.3,13,65,2019/3/18 19:52
49,77,0.4,72,14,63,0.6,1013.9,153.3,13,65,2019/3/18 19:53
50,77,0.4,71,14,65,0.7,1014.1,153.3,13,65,2019/3/18 19:54
50,76,0.4,72,14,65,0.5,1014,153.3,13,65,2019/3/18 19:55
50,77,0.4,73,14,64,0.3,1013.9,153.3,13,65,2019/3/18 19:56
52,78,0.4,74,14,63,0.7,1014,153.3,13,65,2019/3/18 19:57
50,77,0.4,75,14,63,0.3,1014,153.3,13,66,2019/3/18 19:58
50,77,0.4,75,14,61,0.2,1014.1,153.3,13,66,2019/3/18 19:59
50,74,0.4,73,14,58,0.4,1014,153.3,13,66,2019/3/18 20:00
52,78,0.4,73,14,58,0.3,1014,153.3,13,66,2019/3/18 20:01
51,76,0.4,72,14,57,0.5,1014.1,153.3,13,66,2019/3/18 20:02
48,75,0.4,72,14,57,0.4,1014.1,153.3,13,66,2019/3/18 20:03
50,77,0.4,72,14,57,0.5,1014,153.3,13,66,2019/3/18 20:04
52,77,0.4,73,14,59,1,1014.1,153.3,13,66,2019/3/18 20:05
50,75,0.4,73,14,60,0.4,1014.1,153.3,13,66,2019/3/18 20:06
52,79,0.4,74,14,60,0.5,1014.1,153.3,13,66,2019/3/18 20:07
48,75,0.4,74,14,60,0.3,1014.1,153.3,13,66,2019/3/18 20:08
52,79,0.4,75,14,60,0.5,1014.1,153.3,13,66,2019/3/18 20:09
47,76,0.4,75,14,60,0.6,1014.2,153.3,13,66,2019/3/18 20:10
52,77,0.4,74,14,60,0.5,1014.2,153.3,13,66,2019/3/18 20:11
47,74,0.4,73,14,60,1.2,1014.2,153.3,13,66,2019/3/18 20:12
51,77,0.4,73,14,63,1.3,1014.2,153.3,13,66,2019/3/18 20:13
49,77,0.4,72,14,65,0.5,1014.2,153.3,13,66,2019/3/18 20:14
49,77,0.4,72,14,65,0.8,1014.2,153.3,13,67,2019/3/18 20:15
52,77,0.4,71,14,66,1,1014.2,153.3,13,67,2019/3/18 20:16
53,78,0.4,70,14,66,1.1,1014.2,153.3,13,67,2019/3/18 20:17
50,79,0.4,68,14,66,1.6,1014.2,153.3,13,67,2019/3/18 20:18
50,76,0.4,68,14,65,0.3,1014.2,153.3,13,67,2019/3/18 20:19
52,76,0.4,67,14,63,0.4,1014.3,153.3,13,67,2019/3/18 20:20
50,77,0.4,67,14,61,0.9,1014.2,153.3,13,67,2019/3/18 20:21
51,76,0.4,67,14,60,0.6,1014.3,153.3,13,67,2019/3/18 20:22
57,82,0.4,67,14,59,0.3,1014.3,153.3,13,68,2019/3/18 20:23
52,77,0.4,67,14,59,0.2,1014.3,153.3,13,68,2019/3/18 20:24
52,77,0.4,67,14,58,0.1,1014.3,153.3,13,68,2019/3/18 20:25
50,77,0.4,65,14,55,0.3,1014.3,153.3,13,68,2019/3/18 20:26
52,78,0.4,65,14,51,0.4,1014.4,153.3,13,68,2019/3/18 20:27
56,83,0.4,65,14,51,0.7,1014.3,153.3,13,69,2019/3/18 20:28
53,81,0.4,66,14,53,0.7,1014.4,153.3,13,69,2019/3/18 20:29
56,82,0.4,67,14,56,1,1014.3,153.3,13,69,2019/3/18 20:30
55,80,0.4,69,14,62,0.6,1014.4,153.3,13,69,2019/3/18 20:31
56,83,0.4,68,14,63,1,1014.4,153.3,13,69,2019/3/18 20:32
56,81,0.4,67,14,64,1,1014.4,153.3,13,69,2019/3/18 20:33
56,81,0.4,66,14,62,0.5,1014.3,153.3,13,69,2019/3/18 20:34
54,80,0.4,66,14,59,0.9,1014.4,153.3,13,69,2019/3/18 20:35
56,83,0.4,65,14,58,0.4,1014.3,153.3,13,69,2019/3/18 20:36
56,81,0.4,66,14,56,0.4,1014.3,153.3,13,69,2019/3/18 20:37
56,83,0.4,65,14,54,0.4,1014.4,153.3,13,69,2019/3/18 20:38
55,81,0.4,65,14,54,0.2,1014.4,153.3,13,69,2019/3/18 20:39
52,82,0.4,65,14,54,0.5,1014.4,153.3,13,70,2019/3/18 20:40
54,80,0.4,67,14,54,0.7,1014.4,153.3,13,70,2019/3/18 20:41
56,80,0.4,68,14,55,0.5,1014.4,153.3,13,70,2019/3/18 20:42
55,80,0.4,69,14,56,0.3,1014.3,153.3,13,70,2019/3/18 20:43
56,80,0.4,70,14,56,0.7,1014.4,153.3,13,70,2019/3/18 20:44
56,82,0.4,70,14,56,0.3,1014.4,153.3,13,70,2019/3/18 20:45
56,81,0.4,70,14,56,0.4,1014.4,153.3,13,70,2019/3/18 20:46
59,84,0.4,71,14,55,0.2,1014.6,153.3,13,70,2019/3/18 20:47
57,83,0.4,71,14,54,0.4,1014.5,153.3,13,71,2019/3/18 20:48
55,82,0.4,71,14,52,0.5,1014.4,153.3,13,70,2019/3/18 20:49
58,83,0.4,72,14,51,0.3,1014.4,153.3,13,70,2019/3/18 20:50
57,82,0.4,71,14,49,0.3,1014.5,153.3,12,71,2019/3/18 20:51
60,84,0.4,72,14,49,0.8,1014.5,153.3,12,71,2019/3/18 20:52
64,88,0.4,73,14,51,0.5,1014.5,153.3,12,71,2019/3/18 20:53
60,87,0.4,73,14,52,0.2,1014.4,153.3,12,71,2019/3/18 20:54
63,87,0.4,74,14,52,0.4,1014.5,153.3,12,71,2019/3/18 20:55
59,83,0.4,74,14,50,0.1,1014.5,153.3,12,71,2019/3/18 20:56
60,84,0.4,72,14,46,0.4,1014.5,153.3,12,71,2019/3/18 20:57
59,83,0.4,71,14,43,0.2,1014.5,153.3,12,71,2019/3/18 20:58
61,84,0.4,71,14,43,0.5,1014.6,153.3,12,72,2019/3/18 20:59
58,82,0.4,73,14,45,0.6,1014.5,153.3,12,72,2019/3/18 21:00
60,85,0.4,75,14,49,0.4,1014.5,153.3,12,72,2019/3/18 21:01
59,84,0.4,76,14,51,0.4,1014.5,153.3,12,72,2019/3/18 21:02
62,86,0.4,78,14,54,0.5,1014.5,153.3,12,72,2019/3/18 21:03
61,85,0.4,77,14,55,0.5,1014.5,153.3,12,72,2019/3/18 21:04
60,87,0.4,77,14,54,0.3,1014.5,153.3,12,72,2019/3/18 21:05
64,88,0.4,76,14,53,0.3,1014.6,153.3,12,72,2019/3/18 21:06
59,83,0.4,76,14,52,0.2,1014.6,153.3,12,72,2019/3/18 21:07
61,84,0.4,75,14,48,0.3,1014.7,153.3,12,72,2019/3/18 21:08
62,84,0.4,75,14,47,0.5,1014.6,153.3,12,73,2019/3/18 21:09
60,84,0.4,76,14,47,0.4,1014.6,153.3,12,73,2019/3/18 21:10
64,88,0.4,76,14,47,0.3,1014.6,153.3,12,73,2019/3/18 21:11
63,88,0.4,76,14,47,0.3,1014.5,153.3,12,73,2019/3/18 21:12
60,85,0.4,76,14,49,0.4,1014.5,153.3,12,73,2019/3/18 21:13
63,85,0.4,77,14,49,0.3,1014.5,153.3,12,73,2019/3/18 21:14
64,89,0.4,77,14,48,0.4,1014.6,153.3,12,73,2019/3/18 21:15
62,85,0.4,78,14,49,0.4,1014.6,153.3,12,73,2019/3/18 21:16
68,90,0.4,79,14,50,0.3,1014.6,153.3,12,73,2019/3/18 21:17
63,85,0.4,81,15,49,0.4,1014.6,153.3,12,73,2019/3/18 21:18
64,88,0.4,82,15,50,0.4,1014.6,153.3,12,73,2019/3/18 21:19
64,88,0.4,84,15,50,0.4,1014.6,153.3,12,73,2019/3/18 21:20
63,86,0.4,85,16,49,0.5,1014.6,153.3,12,73,2019/3/18 21:21
65,89,0.4,88,15,49,0.6,1014.7,153.3,12,73,2019/3/18 21:22
64,88,0.4,90,15,49,0.4,1014.6,153.3,12,73,2019/3/18 21:23
64,88,0.4,92,15,48,0.5,1014.6,153.3,12,73,2019/3/18 21:24
63,88,0.4,94,15,48,0.7,1014.5,153.3,12,73,2019/3/18 21:25
62,85,0.4,98,15,49,0.5,1014.6,153.3,12,73,2019/3/18 21:26
64,88,0.4,100,15,47,0.6,1014.6,153.3,12,73,2019/3/18 21:27
64,89,0.4,100,15,48,0.6,1014.5,153.3,12,73,2019/3/18 21:28
63,86,0.4,102,14,49,0.5,1014.5,153.3,12,73,2019/3/18 21:29
63,86,0.4,101,14,47,0.3,1014.6,153.3,12,73,2019/3/18 21:30
64,88,0.4,100,14,47,0.7,1014.5,153.3,12,73,2019/3/18 21:31
67,91,0.4,100,14,48,0.5,1014.5,153.3,12,73,2019/3/18 21:32
67,95,0.4,101,14,48,0.4,1014.6,153.3,12,73,2019/3/18 21:33
62,87,0.4,100,14,48,0.4,1014.6,153.3,12,74,2019/3/18 21:34
65,89,0.4,101,14,51,0.6,1014.5,153.3,12,74,2019/3/18 21:35
72,95,0.4,102,14,51,0.6,1014.5,153.3,12,74,2019/3/18 21:36
66,93,0.4,102,14,51,0.5,1014.5,153.3,12,74,2019/3/18 21:37
72,96,0.4,102,14,51,0.5,1014.6,153.3,12,74,2019/3/18 21:38
68,97,0.4,104,14,51,0.7,1014.6,153.3,12,74,2019/3/18 21:39
71,95,0.4,103,14,50,0.3,1014.6,153.3,12,74,2019/3/18 21:40
71,95,0.4,103,14,49,0.4,1014.6,153.3,12,74,2019/3/18 21:41
68,97,0.4,104,14,49,0.4,1014.6,153.3,12,74,2019/3/18 21:42
68,90,0.4,104,14,49,0.2,1014.6,153.3,12,74,2019/3/18 21:43
70,94,0.4,104,14,46,0.2,1014.7,153.3,12,74,2019/3/18 21:44
69,92,0.4,103,14,44,0.4,1014.7,153.3,12,75,2019/3/18 21:45
67,93,0.4,103,15,43,0.7,1014.7,153.3,12,75,2019/3/18 21:46
65,89,0.4,103,15,42,0.5,1014.6,153.3,12,75,2019/3/18 21:47
70,96,0.4,103,15,43,0.8,1014.6,153.3,12,75,2019/3/18 21:48
72,101,0.4,105,14,45,0.6,1014.5,153.3,12,75,2019/3/18 21:49
70,93,0.4,107,14,48,0.3,1014.6,153.3,12,75,2019/3/18 21:50
70,95,0.4,108,14,48,0.5,1014.6,153.3,12,75,2019/3/18 21:51
69,96,0.4,108,14,46,0.4,1014.6,153.3,12,75,2019/3/18 21:52
72,97,0.4,107,14,45,0.2,1014.6,153.3,12,75,2019/3/18 21:53
72,95,0.4,105,14,42,0.4,1014.6,153.3,12,75,2019/3/18 21:54
68,91,0.4,105,15,42,0.7,1014.6,153.3,12,75,2019/3/18 21:55
72,97,0.4,105,14,43,0.5,1014.6,153.3,12,75,2019/3/18 21:56
72,95,0.4,106,14,45,0.4,1014.6,153.3,12,75,2019/3/18 21:57
72,97,0.4,108,14,47,0.6,1014.6,153.3,12,75,2019/3/18 21:58
70,90,0.4,109,14,47,0.3,1014.5,153.3,12,76,2019/3/18 21:59
70,92,0.4,109,14,46,0.7,1014.5,153.3,12,76,2019/3/18 22:00
74,102,0.4,110,15,47,0.5,1014.5,153.3,12,76,2019/3/18 22:01
72,94,0.4,110,15,47,0.2,1014.5,153.3,12,75,2019/3/18 22:02
68,91,0.4,107,15,45,0.3,1014.4,153.3,12,76,2019/3/18 22:03
72,95,0.4,107,15,44,0.2,1014.5,153.3,12,76,2019/3/18 22:04
76,103,0.4,105,15,41,0.4,1014.5,153.3,12,76,2019/3/18 22:05
72,104,0.4,104,15,39,0.4,1014.4,153.3,12,76,2019/3/18 22:06
74,102,0.4,106,15,40,0.5,1014.4,153.3,12,76,2019/3/18 22:07
69,93,0.4,110,15,42,0.9,1014.4,153.3,12,76,2019/3/18 22:08
71,93,0.4,114,15,45,0.5,1014.4,153.3,12,76,2019/3/18 22:09
72,104,0.4,116,15,46,0.3,1014.4,153.3,12,76,2019/3/18 22:10
77,102,0.4,117,16,46,0.3,1014.3,153.3,12,76,2019/3/18 22:11
76,100,0.4,117,16,45,0.4,1014.4,153.3,12,76,2019/3/18 22:12
72,96,0.4,117,16,44,0.6,1014.3,153.3,12,76,2019/3/18 22:13
72,96,0.4,119,16,44,0.5,1014.3,153.3,12,76,2019/3/18 22:14
75,104,0.4,120,16,45,0.5,1014.3,153.3,12,76,2019/3/18 22:15
68,89,0.4,123,16,46,0.7,1014.4,153.3,12,76,2019/3/18 22:16
74,101,0.4,126,16,47,0.6,1014.3,153.3,12,76,2019/3/18 22:17
78,108,0.4,127,16,47,0.6,1014.3,153.3,12,76,2019/3/18 22:18
76,106,0.4,128,16,47,0.6,1014.3,153.3,12,77,2019/3/18 22:19
73,98,0.4,130,16,47,0.8,1014.4,153.3,12,77,2019/3/18 22:20
72,96,0.4,131,16,47,0.8,1014.4,153.3,12,77,2019/3/18 22:21
76,104,0.4,131,16,47,0.5,1014.4,153.3,12,77,2019/3/18 22:22
74,105,0.4,131,16,48,0.8,1014.4,153.3,12,76,2019/3/18 22:23
80,106,0.4,132,16,48,0.8,1014.4,153.3,12,76,2019/3/18 22:24
75,109,0.4,132,16,48,0.3,1014.4,153.3,12,76,2019/3/18 22:25
76,100,0.4,132,16,48,1.2,1014.4,153.3,12,77,2019/3/18 22:26
76,107,0.4,134,17,48,0.7,1014.4,153.3,12,77,2019/3/18 22:27
76,105,0.4,135,17,47,0.3,1014.5,153.3,12,76,2019/3/18 22:28
73,98,0.4,134,17,45,0.4,1014.5,153.3,12,77,2019/3/18 22:29
73,101,0.4,133,17,43,0.3,1014.5,153.3,12,77,2019/3/18 22:30
78,105,0.4,131,17,40,0.3,1014.5,153.3,12,77,2019/3/18 22:31
78,104,0.4,130,17,40,0.9,1014.5,153.3,12,77,2019/3/18 22:32
72,97,0.4,131,17,40,0.4,1014.4,153.3,12,77,2019/3/18 22:33
72,97,0.4,132,17,41,0.6,1014.4,153.3,12,77,2019/3/18 22:34
74,98,0.4,135,17,43,0.7,1014.4,153.3,12,77,2019/3/18 22:35
72,92,0.4,138,17,44,0.8,1014.4,153.3,12,77,2019/3/18 22:36
80,109,0.4,139,17,44,0.4,1014.3,153.3,12,77,2019/3/18 22:37
75,97,0.4,140,17,45,0.5,1014.3,153.3,12,77,2019/3/18 22:38
72,99,0.4,138,17,44,0.4,1014.4,153.3,12,77,2019/3/18 22:39
73,102,0.4,135,17,42,0.3,1014.4,153.3,12,77,2019/3/18 22:40
78,100,0.4,131,17,41,0.2,1014.3,153.3,12,77,2019/3/18 22:41
78,107,0.4,130,16,40,0.5,1014.4,153.3,12,78,2019/3/18 22:42
72,96,0.4,128,16,42,0.5,1014.4,153.3,12,78,2019/3/18 22:43
78,105,0.4,127,16,43,0.5,1014.4,153.3,12,78,2019/3/18 22:44
72,98,0.4,128,16,45,0.9,1014.4,153.3,12,78,2019/3/18 22:45
73,96,0.4,128,16,46,0.3,1014.4,153.3,12,77,2019/3/18 22:46
71,96,0.4,126,16,44,0.4,1014.4,153.3,12,77,2019/3/18 22:47
74,98,0.4,125,16,42,0.5,1014.5,153.3,12,78,2019/3/18 22:48
77,105,0.4,125,16,42,0.8,1014.5,153.3,12,78,2019/3/18 22:49
73,96,0.4,124,17,42,0.4,1014.4,153.3,12,78,2019/3/18 22:50
76,102,0.4,125,17,43,0.9,1014.4,153.3,12,78,2019/3/18 22:51
75,96,0.4,127,16,45,0.8,1014.5,153.3,12,78,2019/3/18 22:52
76,101,0.4,127,16,47,0.6,1014.5,153.3,12,78,2019/3/18 22:53
73,98,0.4,127,16,47,0.6,1014.5,153.3,12,78,2019/3/18 22:54
75,104,0.4,126,16,47,0.4,1014.5,153.3,12,78,2019/3/18 22:55
77,104,0.4,125,16,46,0.5,1014.5,153.3,12,78,2019/3/18 22:56
76,103,0.4,125,16,46,0.4,1014.5,153.3,12,78,2019/3/18 22:57
78,107,0.4,126,16,45,0.3,1014.5,153.3,12,78,2019/3/18 22:58
79,103,0.4,126,16,44,0.5,1014.5,153.3,12,78,2019/3/18 22:59
82,111,0.4,127,16,43,0.6,1014.5,153.3,12,78,2019/3/18 23:00
80,105,0.4,130,16,43,0.3,1014.4,153.3,12,78,2019/3/18 23:01
84,118,0.4,132,16,44,0.2,1014.5,153.3,12,78,2019/3/18 23:02
77,104,0.4,134,17,44,0.5,1014.5,153.3,12,78,2019/3/18 23:03
77,115,0.4,137,17,46,0.6,1014.6,153.3,12,78,2019/3/18 23:04
79,108,0.4,139,17,46,0.7,1014.5,153.3,12,78,2019/3/18 23:05
72,98,0.4,139,17,46,0.9,1014.5,153.3,12,78,2019/3/18 23:06
77,103,0.4,140,17,46,0.5,1014.6,153.3,12,78,2019/3/18 23:07
77,107,0.4,140,17,45,0.8,1014.7,153.3,12,78,2019/3/18 23:08
78,105,0.4,142,17,45,0.5,1014.6,153.3,12,78,2019/3/18 23:09
78,107,0.4,141,17,44,0.5,1014.6,153.3,12,78,2019/3/18 23:10
80,106,0.4,141,17,45,0.7,1014.7,153.3,12,78,2019/3/18 23:11
78,108,0.4,141,17,45,0.4,1014.6,153.3,12,79,2019/3/18 23:12
82,115,0.4,141,17,45,0.5,1014.6,153.3,12,78,2019/3/18 23:13
82,112,0.4,139,17,45,0.9,1014.6,153.3,12,78,2019/3/18 23:14
84,113,0.4,138,17,44,0.9,1014.6,153.3,12,78,2019/3/18 23:15
83,109,0.4,137,17,44,0.4,1014.7,153.3,12,78,2019/3/18 23:16
84,113,0.4,135,17,43,0.7,1014.6,153.3,12,79,2019/3/18 23:17
87,123,0.4,134,17,42,0.3,1014.6,153.3,12,79,2019/3/18 23:18
80,110,0.4,133,17,40,0.5,1014.6,153.3,12,79,2019/3/18 23:19
84,113,0.4,131,17,39,0.7,1014.7,153.3,12,79,2019/3/18 23:20
80,114,0.4,132,17,39,0.5,1014.6,153.3,12,79,2019/3/18 23:21
81,106,0.4,130,17,38,0.4,1014.6,153.3,11,79,2019/3/18 23:22
83,114,0.4,128,17,38,0.7,1014.7,153.3,11,79,2019/3/18 23:23
84,112,0.4,128,17,38,0.3,1014.6,153.3,11,79,2019/3/18 23:24
80,106,0.4,127,17,38,0.3,1014.6,153.3,11,79,2019/3/18 23:25
86,118,0.4,125,17,38,0.5,1014.6,153.3,11,79,2019/3/18 23:26
83,114,0.4,126,17,39,0.4,1014.7,153.3,11,79,2019/3/18 23:27
87,117,0.4,125,17,38,0.7,1014.7,153.3,11,79,2019/3/18 23:28
83,112,0.4,125,17,38,0.3,1014.7,153.3,11,79,2019/3/18 23:29
81,112,0.4,126,17,39,0.6,1014.6,153.3,11,79,2019/3/18 23:30
92,122,0.4,127,17,39,1.1,1014.6,153.3,11,80,2019/3/18 23:31
84,112,0.4,128,17,40,0.8,1014.7,153.3,11,80,2019/3/18 23:32
82,113,0.4,128,17,40,0.9,1014.6,153.3,11,80,2019/3/18 23:33
84,115,0.4,128,17,39,0.5,1014.6,153.3,11,79,2019/3/18 23:34
85,119,0.4,128,17,38,0.5,1014.7,153.3,11,80,2019/3/18 23:35
84,115,0.4,128,17,38,0.5,1014.6,153.3,11,80,2019/3/18 23:36
92,129,0.4,127,17,37,0.6,1014.6,153.3,11,80,2019/3/18 23:37
85,124,0.4,129,17,37,0.7,1014.6,153.3,11,80,2019/3/18 23:38
88,121,0.4,130,17,38,0.6,1014.6,153.3,11,80,2019/3/18 23:39
84,121,0.4,131,17,38,0.8,1014.7,153.3,11,80,2019/3/18 23:40
83,111,0.4,132,17,38,0.5,1014.6,153.3,11,80,2019/3/18 23:41
90,121,0.4,132,17,38,0.7,1014.6,153.3,11,80,2019/3/18 23:42
